domain_id,cath_class,architecture,topology,homology,n_residues,pdb_id
2lu1A00,3,30,70,2370,89,2lu1
2lu2A00,3,30,70,2380,81,2lu2
2lvvA00,1,10,238,10,220,2lvv
2lw1A00,1,10,287,380,85,2lw1
2lw4A00,0,0,0,0,0,2lw4
2lw5A00,3,30,67,30,78,2lw5
2lwxA00,1,10,8,840,88,2lwx
2lxeA01,1,10,8,850,69,2lxe
2lxrA00,3,30,110,40,76,2lxr
2ly1A01,3,30,420,610,79,2ly1
2lydA00,2,30,29,30,134,2lyd
2lz0A00,3,40,50,12480,100,2lz0
2m1hA00,2,30,30,140,110,2m1h
2m1rA00,3,30,40,10,63,2m1r
2m1xA00,3,40,50,10140,160,2m1x
2m2lA00,2,40,50,40,67,2m2l
2m3dA01,3,30,70,2280,78,2m3d
2m3eA00,1,20,5,930,50,2m3e
2m3kA00,3,30,700,50,119,2m3k
2m3xB02,2,40,10,360,65,2m3x
2m45A00,1,10,10,10,87,2m45
2m4gA00,6,10,20,70,75,2m4g
2m4iA01,3,30,160,540,81,2m4i
2m4lA00,2,40,128,360,99,2m4l
2m4nA00,3,10,20,90,108,2m4n
2m4vA00,2,20,28,270,80,2m4v
2m5hA00,0,0,0,0,0,2m5h
2m5sA00,2,40,30,240,124,2m5s
2m5vA00,1,10,533,10,102,2m5v
2m63A00,1,25,40,780,157,2m63
2m67A00,1,10,287,910,81,2m67
2m68A00,2,70,130,10,142,2m68
2m6bA00,1,20,58,390,150,2m6b
2m74A01,2,10,25,10,69,2m74
2m74A02,2,10,25,10,67,2m74
2m7aA00,1,10,10,1920,86,2m7a
2m7fA00,4,10,70,10,71,2m7f
2m7lA02,1,10,238,10,58,2m7l
2m87A00,1,10,10,10,103,2m87
2m8eA00,1,10,10,10,57,2m8e
2m9hA00,0,0,0,0,0,2m9h
2m9vA00,2,40,50,960,170,2m9v
2mb7A00,3,30,890,10,72,2mb7
2mblA01,3,30,1710,10,108,2mbl
2mc5A00,3,30,160,560,73,2mc5
2mcfA00,3,40,50,11630,148,2mcf
2mcmA00,2,60,40,230,112,2mcm
2mctA00,2,60,40,4250,102,2mct
2mdiA00,2,20,70,10,56,2mdi
2mdrA00,3,30,160,20,94,2mdr
2mev400,4,10,90,10,58,2mev
2mgwA00,1,10,8,10,52,2mgw
2mgyA01,1,20,1260,100,160,2mgy
2mh3A00,4,10,280,10,70,2mh3
2mh9A00,1,10,10,10,127,2mh9
2mhgA00,2,20,130,30,75,2mhg
2mhkA01,1,25,40,10,125,2mhk
2mhkA02,1,25,40,650,109,2mhk
2mhpA00,0,0,0,0,0,2mhp
2mhyA00,2,10,60,10,57,2mhy
2mi6A00,2,30,30,30,62,2mi6
2mj6A00,3,30,450,250,90,2mj6
2mj7A00,3,30,310,10,141,2mj7
2mjhA00,3,30,1370,10,142,2mjh
2mk5A00,2,30,30,40,131,2mk5
2mkjA02,3,30,70,330,98,2mkj
2mkvA00,1,20,5,780,64,2mkv
2mkyA00,3,30,70,1530,58,2mky
2mlbA00,3,10,20,90,79,2mlb
2mlgA00,1,10,10,10,77,2mlg
2mm2A00,2,10,70,110,65,2mm2
2mmbA00,4,10,640,20,107,2mmb
2mmpA00,3,30,160,830,77,2mmp
2mn5A00,3,30,30,140,56,2mn5
2mogA00,2,60,40,1080,95,2mog
2mq8A00,3,30,70,600,112,2mq8
2mq9A00,3,30,960,10,142,2mq9
2mqhA00,2,40,50,140,72,2mqh
2mriA00,0,0,0,0,0,2mri
2mrlA00,1,10,150,610,72,2mrl
2mrpA00,3,10,20,90,79,2mrp
2mtcA00,1,20,1420,40,166,2mtc
2mutA00,1,10,150,20,96,2mut
2mxdA00,1,10,260,110,62,2mxd
2mz0A00,3,30,30,10,55,2mz0
2mzbA00,3,90,550,10,196,2mzb
2mzjA00,3,30,70,330,82,2mzj
2n00A00,1,10,533,10,95,2n00
2n1hA00,2,70,130,10,94,2n1h
2n2zA00,1,10,110,10,93,2n2z
2n3eA01,1,10,274,70,115,2n3e
2n3gA00,3,30,160,20,72,2n3g
2n3oA00,3,30,70,330,123,2n3o
2n50A00,1,10,1200,10,79,2n50
2n71A00,3,30,60,30,50,2n71
2n74A00,1,10,287,10,73,2n74
2n7yA00,3,30,70,100,76,2n7y
2nc9A00,1,25,40,10,131,2nc9
2nclA00,3,30,300,90,81,2ncl
2ncnA00,3,10,20,90,128,2ncn
2ndpA00,4,10,520,10,99,2ndp
2nluA02,0,0,0,0,0,2nlu
2nmsA00,2,60,40,10,112,2nms
2nn4A00,1,10,287,760,62,2nn4
2nn6G03,3,30,1370,10,88,2nn6
2nn6I02,2,40,50,140,129,2nn6
2nogA01,1,10,1040,30,70,2nog
2np9A01,1,20,58,1300,134,2np9
2npbA00,3,40,30,10,88,2npb
2nptB01,3,10,20,90,81,2npt
2npuA00,1,20,120,150,101,2npu
2nqlA02,3,20,20,120,220,2nql
2nraC02,1,10,10,10,102,2nra
2nrtA01,3,30,420,340,155,2nrt
2nsfA01,1,20,120,450,159,2nsf
2nsfA02,3,30,1050,20,81,2nsf
2nteA02,3,40,50,10190,104,2nte
2ntkB00,3,60,20,20,202,2ntk
2nttA02,2,40,50,110,70,2ntt
2nu7A02,3,40,50,261,165,2nu7
2nu8A01,3,40,50,720,122,2nu8
2nu8B02,3,30,1490,20,84,2nu8
2nu8B03,3,40,50,261,149,2nu8
2nx4C00,1,10,357,10,187,2nx4
2nxvA01,3,90,550,10,233,2nxv
2nyvA02,1,10,150,240,64,2nyv
2o0jA02,3,40,50,300,254,2o0j
2o3eA01,1,20,1050,40,139,2o3e
2o3jA03,3,40,50,720,220,2o3j
2o4aA00,1,10,260,40,84,2o4a
2o4cA03,3,30,1370,170,88,2o4c
2o4vA00,2,40,160,10,411,2o4v
2o5iC06,2,40,50,150,132,2o5i
2o5iN05,1,10,40,90,52,2o5i
2o5vA02,1,20,1050,90,176,2o5v
2o62A01,2,40,128,20,131,2o62
2o71A00,1,10,533,10,91,2o71
2o8bA04,1,10,1420,10,83,2o8b
2o8bB01,3,40,1170,10,170,2o8b
2o8lA02,2,40,10,10,101,2o8l
2o8xA00,1,10,10,10,61,2o8x
2oarC01,1,10,1200,120,96,2oar
2obkA00,3,40,30,10,84,2obk
2of5H00,1,10,533,10,100,2of5
2ogkD00,3,30,1440,10,142,2ogk
2ogyA00,3,20,20,20,262,2ogy
2ohdF00,3,30,70,640,144,2ohd
2ohwA00,3,30,1330,30,128,2ohw
2oi2A02,3,30,70,890,134,2oi2
2okmA00,2,60,40,740,146,2okm
2oktA02,3,20,20,120,206,2okt
2okxA03,2,60,120,260,190,2okx
2okxA05,1,50,10,10,334,2okx
2ol8O01,2,40,128,160,99,2ol8
2olsA04,3,20,20,60,312,2ols
2omdA00,3,90,1170,40,135,2omd
2onkC00,1,10,3720,10,252,2onk
2oo4A01,3,30,300,320,115,2oo4
2opcA00,2,60,40,2510,115,2opc
2optB01,1,10,10,60,63,2opt
2oqbA00,2,30,29,30,108,2oqb
2or2A00,3,20,20,190,296,2or2
2osxA02,3,20,20,80,350,2osx
2ot2A01,2,30,30,140,59,2ot2
2oudA00,3,90,190,10,177,2oud
2outA01,3,40,5,80,57,2out
2ox6D00,1,10,3100,10,161,2ox6
2oxvA00,3,40,580,10,261,2oxv
2oy8A02,3,90,930,1,139,2oy8
2oyhA00,1,20,5,50,64,2oyh
2oyoA01,1,20,5,810,52,2oyo
2oz4A01,2,60,40,10,97,2oz4
2ozeA00,3,40,50,300,284,2oze
2p08B00,3,30,450,260,110,2p08
2p0aA03,3,30,1490,20,60,2p0a
2p39A00,2,80,10,50,142,2p39
2p3fN00,2,10,25,10,74,2p3f
2p4sA00,3,40,50,1580,282,2p4s
2p4vA02,3,10,50,30,80,2p4v
2p4zA00,3,60,15,10,275,2p4z
2p62A02,1,10,3490,10,93,2p62
2p65A00,3,40,50,300,185,2p65
2p67A03,1,10,287,130,65,2p67
2p6rA04,1,10,150,20,56,2p6r
2p6wA00,3,90,550,10,206,2p6w
2p7vB00,1,10,10,10,68,2p7v
2p84A01,2,60,430,10,60,2p84
2p9xA00,1,10,1200,200,98,2p9x
2pa8D03,3,30,70,20,57,2pa8
2pakA00,2,60,120,10,135,2pak
2pbiA02,1,10,1240,60,101,2pbi
2pbiA03,4,10,260,10,54,2pbi
2pd4A00,3,40,50,720,274,2pd4
2pf5D00,3,10,100,10,96,2pf5
2pffB05,3,30,70,2430,61,2pff
2pfmA03,1,10,40,30,85,2pfm
2pfuA01,3,30,420,270,70,2pfu
2pgnA01,3,40,50,970,187,2pgn
2phcB02,2,40,100,10,133,2phc
2piaA01,2,40,30,10,104,2pia
2pjpA02,1,10,10,10,61,2pjp
2pk0A00,3,60,40,10,247,2pk0
2plcA00,3,20,20,190,274,2plc
2pmzK00,3,90,940,10,82,2pmz
2pmzN00,1,10,10,60,64,2pmz
2pn5A05,2,60,40,1930,96,2pn5
2pnjA02,3,40,50,1400,143,2pnj
2porA00,2,40,160,10,301,2por
2pp4A00,1,20,120,1110,107,2pp4
2pqgB02,4,10,470,10,76,2pqg
2proC01,3,30,300,50,67,2pro
2psmC01,2,20,28,230,52,2psm
2ptrA01,1,10,275,10,117,2ptr
2pv0A02,3,40,50,150,204,2pv0
2pvdB00,2,30,30,50,73,2pvd
2pwyA01,3,10,330,20,57,2pwy
2py5A01,3,30,420,10,184,2py5
2pywA02,3,90,1200,10,297,2pyw
2pz4A01,2,60,40,10,122,2pz4
2pzhA00,3,10,129,10,134,2pzh
2q00B00,1,20,120,330,122,2q00
2q0xA01,3,40,50,1820,287,2q0x
2q2tA03,2,40,50,140,106,2q2t
2q6dC02,2,40,10,10,83,2q6d
2q7aA00,2,60,40,1850,152,2q7a
2q8rE00,2,40,50,40,66,2q8r
2q8vB00,1,10,287,670,51,2q8v
2q9oA03,2,60,40,420,217,2q9o
2q9uB01,3,60,15,10,246,2q9u
2qb7A01,3,90,1640,10,248,2qb7
2qbuA02,3,30,950,10,96,2qbu
2qc5A00,2,130,10,10,298,2qc5
2qc7A02,1,20,1150,12,103,2qc7
2qenA01,3,40,50,300,202,2qen
2qenA03,1,10,10,10,70,2qen
2qfcA00,1,25,40,10,284,2qfc
2qfiA01,1,20,1510,10,201,2qfi
2qfpA01,2,60,40,380,97,2qfp
2qfyA00,3,40,718,10,411,2qfy
2qfzA02,1,10,472,80,128,2qfz
2qi2A03,3,30,1330,30,94,2qi2
2qj6A02,2,10,270,10,91,2qj6
2qjfA02,3,40,50,620,209,2qjf
2qjgA00,3,20,20,70,272,2qjg
2qjoA01,3,40,50,620,196,2qjo
2qjyB01,1,10,760,10,221,2qjy
2qk4A04,3,90,600,10,95,2qk4
2qklB00,1,10,10,1050,90,2qkl
2qkmB02,3,90,79,10,158,2qkm
2qkwA00,1,20,1270,140,101,2qkw
2qlcA00,3,40,140,10,126,2qlc
2qltA02,1,10,150,240,62,2qlt
2qmiA02,2,40,128,210,100,2qmi
2qrdE01,3,10,580,10,180,2qrd
2qsfA02,2,20,20,110,58,2qsf
2qtfA01,3,40,50,11060,97,2qtf
2qtsA04,1,10,287,820,84,2qts
2qubA01,3,40,50,1820,329,2qub
2qubA03,0,0,0,0,0,2qub
2qv5A01,3,20,20,370,234,2qv5
2qv6A01,3,30,70,1230,128,2qv6
2qvaA02,1,20,5,420,53,2qva
2qvoA00,1,10,10,10,87,2qvo
2qvzX02,3,40,50,980,147,2qvz
2qy0A01,2,10,70,10,67,2qy0
2qyoA02,3,40,50,150,249,2qyo
2qyoB01,1,10,10,10,103,2qyo
2qyuA01,2,160,20,80,157,2qyu
2qyuA03,3,40,1850,10,75,2qyu
2qyzA01,3,30,1490,160,53,2qyz
2qz5A00,2,60,40,150,152,2qz5
2r18A01,1,10,150,620,70,2r18
2r18A02,1,10,8,880,59,2r18
2r6uA01,3,10,180,10,122,2r6u
2r6zA01,3,40,1630,10,54,2r6z
2r7dA01,1,10,10,10,69,2r7d
2r7rA08,1,20,120,1400,86,2r7r
2ra1A02,1,20,58,780,68,2ra1
2ra1A03,1,20,58,770,63,2ra1
2ra8A01,2,20,140,10,74,2ra8
2ra9A01,3,10,540,10,54,2ra9
2rb9A01,3,30,1330,10,144,2rb9
2rb9A02,3,90,650,10,178,2rb9
2rblA02,2,60,40,10,61,2rbl
2rcnA03,1,10,40,50,62,2rcn
2rczA01,2,30,42,10,59,2rcz
2rdeA02,2,40,10,220,111,2rde
2rf4E02,2,40,50,140,83,2rf4
2rg4A01,2,60,120,620,194,2rg4
2rh0A01,2,60,40,790,64,2rh0
2rhqB03,3,50,40,10,202,2rhq
2rhqB05,3,30,930,10,204,2rhq
2riqA01,1,10,20,130,66,2riq
2rjiA00,1,10,1740,170,84,2rji
2rklA00,1,20,5,420,53,2rkl
2rn7A01,1,10,10,10,66,2rn7
2rn9A00,1,10,287,1130,67,2rn9
2rnnA00,0,0,0,0,0,2rnn
2rnoA00,0,0,0,0,0,2rno
2rohA01,1,10,246,220,79,2roh
2rowA01,3,30,60,20,71,2row
2rp4A00,6,10,280,60,71,2rp4
2rpaA00,1,20,58,80,77,2rpa
2rq1A00,1,20,80,10,109,2rq1
2rqaA00,2,170,150,30,137,2rqa
2rqlA00,3,30,160,100,95,2rql
2rqpA00,1,10,10,10,88,2rqp
2rqrA00,2,30,30,40,119,2rqr
2rqxA00,2,40,50,650,81,2rqx
2rreA00,1,10,10,2010,74,2rre
2rsxA00,3,10,450,420,159,2rsx
2ruhA00,1,10,245,10,131,2ruh
2sqcA02,1,50,10,20,272,2sqc
2taaA02,2,60,40,1180,101,2taa
2uv8A06,3,30,70,2490,67,2uv8
2uv8G01,1,20,1050,120,137,2uv8
2uv8G11,6,10,60,10,54,2uv8
2uv9A01,3,90,25,70,93,2uv9
2uvaG03,3,30,70,3320,108,2uva
2uvaG06,1,20,930,70,119,2uva
2uvaG07,3,30,1120,100,136,2uva
2uvaG09,2,40,128,700,116,2uva
2uvfA01,2,60,40,10,116,2uvf
2uvpA00,3,40,50,11670,180,2uvp
2uwaA00,2,60,120,200,274,2uwa
2uwqA00,3,10,20,90,86,2uwq
2uxtA03,2,60,40,420,126,2uxt
2uxuB00,1,10,357,10,205,2uxu
2uxwA02,1,10,540,10,121,2uxw
2uy6C01,2,60,40,1090,142,2uy6
2v0cA03,2,30,210,10,57,2v0c
2v0rA00,3,60,10,10,235,2v0r
2v1nA01,1,10,10,2030,101,2v1n
2v1xA01,3,40,50,300,220,2v1x
2v1xA03,1,10,10,10,110,2v1x
2v2gD02,3,30,1020,10,69,2v2g
2v3vA01,2,20,25,90,59,2v3v
2v4vA00,2,60,120,260,129,2v4v
2v5cA03,1,20,58,460,130,2v5c
2v5dA01,3,30,379,10,137,2v5d
2v5wA00,3,40,800,20,363,2v5w
2v6eA03,1,10,443,30,225,2v6e
2v6kA02,1,20,1050,10,130,2v6k
2v6zM00,1,10,8,60,75,2v6z
2v7gA02,3,40,50,10730,208,2v7g
2v7kA01,1,20,58,1320,115,2v7k
2v8sV00,1,20,58,400,93,2v8s
2v9kA01,1,10,10,2050,50,2v9k
2v9kA03,3,30,70,2510,125,2v9k
2va0A00,3,30,450,160,99,2va0
2vacA00,3,40,20,10,134,2vac
2vbuA01,2,40,30,30,130,2vbu
2ve7A01,1,10,418,30,124,2ve7
2ve7C01,1,10,418,60,164,2ve7
2vebA00,1,10,490,10,190,2veb
2vfrA03,3,30,70,2530,87,2vfr
2vgqA03,1,10,533,10,89,2vgq
2vh1A01,3,10,20,310,69,2vh1
2vh7A00,3,30,70,100,94,2vh7
2vhjA02,2,30,270,20,62,2vhj
2vjnA02,3,30,1540,10,97,2vjn
2vk9A01,1,20,58,1190,93,2vk9
2vk9A03,1,10,3730,30,98,2vk9
2vk9A04,1,10,274,80,104,2vk9
2vkjA00,1,20,58,2030,106,2vkj
2vklA00,1,20,59,10,77,2vkl
2vl7A02,1,10,275,30,110,2vl7
2vn8A02,3,40,50,720,183,2vn8
2vngA00,2,60,120,1060,171,2vng
2vpvA00,2,60,120,10,94,2vpv
2vqeD02,3,10,290,10,97,2vqe
2vqeI00,3,30,230,10,127,2vqe
2vqeR00,4,10,640,10,73,2vqe
2vr3B01,2,60,40,1280,140,2vr3
2vrdA00,3,30,160,60,61,2vrd
2vreA02,1,10,12,10,50,2vre
2vrsA03,2,60,90,40,132,2vrs
2vsyA01,1,25,40,10,142,2vsy
2vsyA03,3,40,50,2000,179,2vsy
2vtfA01,3,20,20,80,348,2vtf
2vtfA02,2,60,120,260,177,2vtf
2vtfA03,2,60,40,10,91,2vtf
2vtwA00,2,60,90,30,205,2vtw
2vugA03,3,30,470,30,102,2vug
2vunA02,3,20,20,140,258,2vun
2vvfA01,2,60,120,730,141,2vvf
2vwsA00,3,20,20,60,256,2vws
2vxdA00,1,10,10,2100,54,2vxd
2vxgB02,1,10,220,100,88,2vxg
2vy2A00,1,10,4180,10,163,2vy2
2vy6A02,3,30,30,90,55,2vy6
2vycA01,3,40,50,2300,139,2vyc
2vycA03,3,90,1150,10,190,2vyc
2vywA00,1,10,490,10,148,2vyw
2vz8A03,3,40,366,10,328,2vz8
2vz8A04,3,10,129,110,254,2vz8
2vz8A07,3,90,180,10,359,2vz8
2vzsA01,2,60,120,260,184,2vzs
2vzsA02,2,60,40,10,110,2vzs
2vzsA04,2,60,40,10,123,2vzs
2vztA03,3,20,20,80,339,2vzt
2w0gA00,1,20,58,610,129,2w0g
2w0iA00,3,40,20,10,135,2w0i
2w0nA00,3,30,450,20,118,2w0n
2w2gA02,3,40,220,20,128,2w2g
2w2hA02,1,10,472,10,118,2w2h
2w2kA02,3,40,50,720,196,2w2k
2w2uA00,1,20,58,80,75,2w2u
2w38A01,2,120,10,10,315,2w38
2w3jA00,2,60,120,260,137,2w3j
2w3pA02,3,90,226,10,230,2w3p
2w3sA04,3,30,465,10,114,2w3s
2w43A02,1,10,150,240,57,2w43
2w48B01,1,10,10,60,52,2w48
2w51A01,1,10,225,10,96,2w51
2w5eA01,2,40,10,10,65,2w5e
2w5qA02,3,40,720,10,311,2w5q
2w82A01,3,10,20,480,59,2w82
2w82A03,1,10,10,1190,62,2w82
2w9mA04,3,30,210,10,55,2w9m
2w9mB01,1,10,150,110,86,2w9m
2w9xA02,3,40,50,1110,225,2w9x
2wb6A00,3,90,1150,90,114,2wb6
2wb8A01,3,30,200,20,161,2wb8
2wbiB03,1,20,140,10,158,2wbi
2wbkB05,2,60,40,10,88,2wbk
2wbrA00,3,30,70,330,89,2wbr
2wcoA01,1,50,10,100,371,2wco
2wcyA01,3,30,60,30,75,2wcy
2wdcA03,3,90,780,10,200,2wdc
2wdqA03,1,20,58,100,117,2wdq
2wdqC00,1,20,1300,10,121,2wdq
2wg3D02,2,10,25,10,55,2wg3
2wg5F02,2,40,50,140,58,2wg5
2wgmA01,1,20,20,10,82,2wgm
2wh6A00,1,10,437,10,157,2wh6
2wl8C00,1,20,120,900,109,2wl8
2wlgB00,2,160,10,10,209,2wlg
2wlxA01,3,40,250,10,114,2wlx
2wmmA02,3,30,70,3500,113,2wmm
2wn3A02,2,60,40,2080,99,2wn3
2wniB00,3,40,50,1240,394,2wni
2wocA00,1,10,4080,10,291,2woc
2wp0D00,3,30,300,180,87,2wp0
2wpvE00,1,25,40,10,280,2wpv
2wqpA02,3,90,1210,10,73,2wqp
2wqtA00,3,90,850,10,262,2wqt
2wsaA00,3,40,630,170,411,2wsa
2wscG00,1,10,286,40,95,2wsc
2wscL00,1,20,1240,10,161,2wsc
2wscN00,4,10,1190,10,85,2wsc
2wskA03,2,60,40,1180,85,2wsk
2wtgA00,1,10,490,10,158,2wtg
2wu5D00,1,20,1300,10,105,2wu5
2wuaA00,3,40,47,10,392,2wua
2wusS00,1,10,260,40,82,2wus
2wvoA00,1,20,120,1020,222,2wvo
2wvsA01,3,20,20,80,333,2wvs
2wweA01,3,30,1520,10,104,2wwe
2wwuA01,2,60,120,650,284,2wwu
2wwxB00,1,20,1260,70,200,2wwx
2wy2D00,3,40,50,2300,103,2wy2
2wyhA07,2,60,40,2220,77,2wyh
2wyhB04,1,20,1270,50,101,2wyh
2wyhB06,2,70,98,30,283,2wyh
2wzfA03,1,20,120,990,124,2wzf
2wzoA01,3,30,160,360,133,2wzo
2wzpR02,3,55,50,50,99,2wzp
2wzpR03,3,30,1920,20,80,2wzp
2x0qA01,3,30,310,280,133,2x0q
2x0sA02,1,20,80,30,95,2x0s
2x0sA03,3,30,470,20,121,2x0s
2x1dA02,1,10,10,2120,74,2x1d
2x2oA00,3,40,50,360,117,2x2o
2x2vA00,1,20,20,10,68,2x2v
2x3mA00,1,25,40,670,166,2x3m
2x45A00,2,40,128,20,144,2x45
2x49A03,1,10,8,540,90,2x49
2x4dA02,3,40,50,1000,105,2x4d
2x4mB00,2,40,128,90,286,2x4m
2x5fA02,3,90,1150,10,104,2x5f
2x64A02,1,20,1050,10,113,2x64
2x7jA02,3,40,50,1220,182,2x7j
2x8kA03,2,60,120,860,111,2x8k
2x8nA01,3,30,2020,40,97,2x8n
2x8rB00,3,20,20,80,210,2x8r
2x8xX03,3,10,20,310,83,2x8x
2x98A02,1,10,60,40,73,2x98
2x9zA02,2,60,40,1140,113,2x9z
2xciC01,3,40,50,11720,165,2xci
2xdfA02,3,20,20,60,329,2xdf
2xdqB01,3,40,50,1980,147,2xdq
2xedC00,3,40,50,12500,245,2xed
2xepA03,1,10,8,620,53,2xep
2xevB00,1,25,40,10,124,2xev
2xfdA00,2,60,60,40,109,2xfd
2xfvA00,3,10,260,30,108,2xfv
2xfzY00,3,10,380,10,97,2xfz
2xgvA00,1,10,375,10,133,2xgv
2xheA03,3,90,830,10,121,2xhe
2xhgA01,3,30,559,10,176,2xhg
2xhgA02,3,30,559,30,281,2xhg
2xhwA03,3,30,70,270,81,2xhw
2xi5A00,3,40,91,60,184,2xi5
2xk0A00,2,30,30,140,69,2xk0
2xkgA00,1,10,490,10,110,2xkg
2xmoA02,1,10,246,180,86,2xmo
2xmqA00,3,40,50,1820,281,2xmq
2xn1A01,2,70,98,60,310,2xn1
2xn1A02,3,20,20,70,323,2xn1
2xn7A02,2,30,39,10,96,2xn7
2xnrA00,3,30,70,330,75,2xnr
2xpfB02,3,20,10,10,160,2xpf
2xq0A03,1,10,390,10,157,2xq0
2xrcB03,3,10,250,10,106,2xrc
2xryA01,3,40,50,620,148,2xry
2xsgB02,0,0,0,0,0,2xsg
2xsxB01,3,30,390,10,128,2xsx
2xt6B03,3,40,50,12470,259,2xt6
2xtlA02,2,60,40,1140,99,2xtl
2xtqA01,1,20,1440,280,140,2xtq
2xtsB01,1,10,760,10,137,2xts
2xu8A00,3,90,70,190,116,2xu8
2xubA01,1,10,10,10,78,2xub
2xvlA02,2,60,120,380,147,2xvl
2xvlA04,2,60,40,1180,79,2xvl
2xvoB00,2,60,120,1670,181,2xvo
2xwpA02,3,40,50,1400,123,2xwp
2xwsA00,3,40,50,1400,126,2xws
2xwtC00,3,80,10,10,234,2xwt
2xxpA01,3,40,190,10,105,2xxp
2xxpA02,3,40,630,190,269,2xxp
2xz2A00,1,20,960,50,66,2xz2
2xzhA00,2,130,10,110,358,2xzh
2xzm203,1,10,168,20,56,2xzm
2xzmK00,3,30,420,80,140,2xzm
2xzmM01,1,10,8,50,82,2xzm
2xzmO02,1,10,287,10,70,2xzm
2xzmT00,1,10,10,10,150,2xzm
2xzmV01,1,10,60,20,61,2xzm
2y1bA00,3,30,110,70,86,2y1b
2y1jA02,1,20,1060,10,115,2y1j
2y24A02,3,20,20,80,276,2y24
2y26A01,2,60,120,20,342,2y26
2y2mA03,3,40,50,12800,68,2y2m
2y2zA02,1,10,357,10,162,2y2z
2y39A00,1,20,120,1490,110,2y39
2y5pA00,2,60,40,4270,72,2y5p
2y6xA00,1,20,58,810,109,2y6x
2y7eB00,3,20,20,70,278,2y7e
2y7lA01,2,60,40,1280,161,2y7l
2y8dA01,1,20,1310,20,174,2y8d
2y8uB00,3,20,20,370,212,2y8u
2y94A03,3,30,310,80,71,2y94
2ya0A03,2,60,40,1180,104,2ya0
2yclA01,3,20,20,20,314,2ycl
2yeqA01,2,60,40,380,109,2yeq
2yeqA02,3,60,21,70,413,2yeq
2yevA02,1,10,287,70,74,2yev
2yevC00,6,10,280,110,63,2yev
2yfaA02,1,20,1440,210,116,2yfa
2yguC00,1,10,238,190,118,2ygu
2yhgA01,3,90,245,10,301,2yhg
2yhgA02,2,60,40,10,110,2yhg
2yilA02,3,30,30,180,51,2yil
2yinA03,1,20,58,740,128,2yin
2yiuC02,2,102,10,10,145,2yiu
2yj6A02,3,40,1110,10,95,2yj6
2yjlA00,2,60,40,2990,108,2yjl
2yk0A02,0,0,0,0,0,2yk0
2yk0A03,1,20,58,1930,227,2yk0
2ykyA02,3,40,640,10,240,2yky
2ymaA00,3,10,310,60,135,2yma
2ymmA02,1,10,150,240,73,2ymm
2yngB03,3,30,70,270,75,2yng
2ynmD03,3,40,50,1980,177,2ynm
2ynmD04,1,10,8,550,50,2ynm
2ynqA00,1,25,40,680,149,2ynq
2yo2A01,1,20,5,170,51,2yo2
2yo3A02,2,60,40,4050,54,2yo3
2yocA05,2,60,40,1180,85,2yoc
2yorA00,1,10,489,10,324,2yor
2yoyA00,2,70,50,50,178,2yoy
2yq1C00,3,30,70,390,131,2yq1
2yq2A02,2,60,40,3000,76,2yq2
2yqrA01,3,30,1370,10,103,2yqr
2yrbA01,2,60,40,150,135,2yrb
2ys4A01,2,60,40,10,103,2ys4
2ys9A00,1,10,10,60,70,2ys9
2yskA00,1,10,490,110,144,2ysk
2yugA00,2,80,10,50,155,2yug
2yuyA00,2,30,42,10,126,2yuy
2yveB00,1,10,357,10,172,2yve
2yvsA02,3,30,70,2560,59,2yvs
2yvzA01,1,25,60,10,125,2yvz
2yw2A03,3,30,470,20,136,2yw2
2yx1A01,3,30,70,2580,66,2yx1
2yxlA01,1,10,940,10,152,2yxl
2yysA00,3,40,50,1820,284,2yys
2yz0A00,3,10,110,10,138,2yz0
2yztA00,3,30,160,250,66,2yzt
2z0fA04,3,30,310,50,102,2z0f
2z0xA00,3,90,960,10,157,2z0x
2z1kA02,2,60,40,1180,85,2z1k
2z39A02,3,30,20,10,59,2z39
2z4tA01,2,60,40,3010,92,2z4t
2z4tA02,3,40,50,11120,225,2z4t
2z58B00,3,30,70,80,66,2z58
2z5eA00,3,30,230,90,122,2z5e
2z5iC00,1,20,5,170,50,2z5i
2z84A00,3,90,70,130,210,2z84
2z8zA02,0,0,0,0,0,2z8z
2z90A01,1,20,1260,10,156,2z90
2z99A01,1,10,10,10,87,2z99
2z99A02,1,10,10,10,73,2z99
2za0B00,3,10,180,10,176,2za0
2zanA02,1,10,8,60,123,2zan
2zayA00,3,40,50,2300,123,2zay
2ze6A01,3,40,50,300,124,2ze6
2zezC00,2,60,120,260,143,2zez
2zf8A01,2,60,40,2540,154,2zf8
2zgiA01,3,30,470,10,99,2zgi
2zgsA00,2,60,120,200,159,2zgs
2zihC00,1,10,3630,10,279,2zih
2ziuA02,1,10,150,670,83,2ziu
2zj8A03,1,10,3380,30,233,2zj8
2zjqF01,3,30,1550,10,70,2zjq
2zl1A00,3,30,450,30,119,2zl1
2zm5A02,1,10,20,140,72,2zm5
2zodA02,3,90,650,10,181,2zod
2zogA02,3,30,70,360,174,2zog
2zpaA02,3,40,50,300,136,2zpa
2zqeA00,3,30,1370,110,80,2zqe
2zr9A02,3,30,250,10,60,2zr9
2ztdA02,1,10,150,20,68,2ztd
2ztnA01,2,60,120,20,190,2ztn
2ztnA02,2,40,30,190,141,2ztn
2zubB01,1,10,150,20,50,2zub
2zuoA01,2,30,30,570,56,2zuo
2zuoA02,2,30,30,560,54,2zuo
2zuoA05,2,30,30,550,55,2zuo
